"LANGUAGE","한국어","Language name (in native language)."
"MOD_NAME","Building Control","Mod name, used for in-game UI."
"MOD_DESCRIPTION","Building anarchy 및 기타 기능들","Mod description, visibile in content manager."
"PLACEMENT","배치 모드","Dropdown menu label in control panel"
"SURFACE","지면 텍스처","Dropdown menu label in control panel"
"FLATTEN","지형 평지화","Dropdown menu label in control panel"
"DEFAULT","에셋 기본값","Placement mode menu item"
"ROADSIDE","도로변","Placement mode menu item"
"SHORE","해변","Placement mode menu item"
"ONWATER","수상","Placement mode menu item"
"ONGROUND","지상","Placement mode menu item"
"ONSURFACE","기둥","Placement mode menu item"
"ONTERRAIN","지상 또는 수상","Placement mode menu item"
"SHORE_GROUND","해변 또는 지상","Placement mode menu item"
"PATH_GROUND","길가 또는 지상","Placement mode menu item"
"CONCORSE","공항 콘코스","Placement mode menu item"
"NO_SURFACE","텍스처 없음","Surface texture override menu item"
"GRAVEL","자갈","Surface texture override menu item"
"PAVEMENT","포장","Surface texture override menu item"
"FLATTEN_OFF","평지화하지 않기","Terrain flattening override menu item"
"FLATTEN_BUILDING","건물 베이스만 평지화","Terrain flattening override menu item"
"FLATTEN_ALL","전체 블록을 평지화","Terrain flattening override menu item"
"RESET_POS","버튼 위치 초기화","Button in options panel."
